criteria,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
CalinskiHarabasz,3.84064015364635,6.2209281684929,6.2209281684929,6.2209281684929,36.9465004701102,36.2087182253326,37.1608075649734,6.2209281684929,39.51802604836,55.1979802457692,56.2036210037729,55.9149326304829,55.3994871908212
DaviesBouldin,1.22035471965073,0.928016415265146,0.928016415265146,0.928016415265146,2.78683158639177,2.87737464150367,2.77992297598755,0.928016415265146,2.81200401102463,3.64326125711364,3.65522150849499,3.65578339239656,3.63863164598972
silhouette,-0.00980871839518974,0.201405130341372,0.201405130341372,0.201405130341372,0.0821419000477202,0.0838535277571973,0.0827938851717843,0.201405130341372,0.0864489413423043,0.0901942832875492,0.0887544660240221,0.0881978559656628,0.0906327070555305
